"('id', 'SP:cc1ee2aef2fbdf02f7d693d14525e8386aa1cfd7')","('year', 2018)","('abstractText', '')","('authors', [{'name': 'Zhen Wang', 'affiliations': []}, {'name': 'Felix Xiaozhu Lin', 'affiliations': []}, {'name': 'Lin Zhong', 'affiliations': []}])","('filename', '!The LiveLab Project - Rice Efficient Computing Group, Department of Electrical and Computer Engineering, Rice University.pdf')","('title', '')"
"('id', 'SP:01ca32ed4d37f616d2502df4243453376d7b9785')","('year', 2020)","('abstractText', '')","('authors', [{'name': 'Kevin Litman-Navarro', 'affiliations': []}])","('filename', '-Opinion _ We Read 150 Privacy Policies. They Were an Incomprehensible Disaster. - The New York Times.pdf')","('title', '')"
"('id', 'SP:d7ca795cef6e901cdb1b3f07323d51acba2cdf27')","('year', 2017)","('abstractText', 'I M A G E B Y A N D R I J B O R Y S A S S O C I A T E S /S H U T T E R S T O C K IN FORMATION HIDING IS a research domain that covers a wide spectrum of methods that are used to make (secret) data difficult to notice. Due to improvements in network defenses such techniques are recently gaining an increasing attention from actors like cybercriminals, terrorist and state-sponsored groups as they allow to store data or to cloak communication in a way that is not easily discoverble. There are several real-world cases that reached the attention of the public media, including the following:23,38 ˲ the arrest of one of al Qaeda’s members in Berlin with video files containing hidden information on ongoing and future terrorists’ operations (2012), ˲ the exfiltration of confidential data from the U.S. to Moscow by Russian spies (2010), ˲ the transfer of child pornographic material by a group of pedophiles called “Shadowz Brotherhood” (2002), and ˲ the planning of a terrorist attack after the September 11, 2001 attacks. A number of articles suggested that al Qaeda members used steganography to coordinate their actions (2001). In these cases, information-hiding techniques were used to hide the confidential or illegal data into innocent-looking material, for example, digital pictures. Steganography is a well-known subfield of information hiding that aims is to cloak secret data in a suitable carrier. Since the time of Ancient Greece, over the Medieval Ages, to today’s world, information hiding has been often used to conceal messages on their way to a desired recipient. For instance, music notes were utilized to embed secret information that was only recognizable by the person that knows where to look for it. Another example for steganography is the writing with invisible ink. The use of covert techniques grew significantly during the two World Wars, in which the mili-')","('authors', [])","('filename', '!!p86-mazurczyk.pdf')","('title', '')"
"('id', 'SP:01d2237f2a6fb2091b5ccb53d8102f825f9b81b7')","('year', 2017)","('abstractText', 'A Crisis of Faith and Scientific Discord The possibility of correctly identifying people and attributes from de-identified datasets has sparked a crisis of faith in the validity of de-identification methods. Do these methods still protect data subjects against possible privacy harms associated with revealing sensitive and non-public information? Certainly, there is widespread skepticism about de-identification techniques among some leading privacy scholars and most of the popular press, which in turn undermines the credibility of the exemptions for de-identified data in regimes like HIPAA. This is of obvious concern because it not only creates legal and regulatory uncertainty for the scientific research community but may even discourage individuals from contributing data to new research F O R Y E A R S , T H E key ethic for safe, sustainable data sharing was anonymization. As long as a researcher or organization took steps to anonymize datasets, they could be freely used and shared. This notion was even embedded in law and policy. For example, laws like the Health Insurance Portability and Accountability Act (HIPAA) Privacy Rule and the European Union’s Data Protection Directive facilitate sharing of anonymized datasets with fewer if any restrictions placed upon datasets that contain personal information. But it turns out that “anonymization” is not foolproof. The possibility of correctly identifying people and attributes from anonymized datasets has sparked one of the most lively and important debates in privacy law. In the past 20 years, researchers have shown that individuals can be identified in many different datasets once thought to have been fully protected by means of de-identification. In particular, a trio of well-known cases of re-identification has called into question the validity of the de-identification methods on which privacy law and policy, like the HIPAA privacy rule, relies. A governor and Netflix and AOL customers were all accurately identified from purportedly anonymized data. In each case, an adversary took advantage of auxiliary information to link an individual to a record in the deidentified dataset. The failure of anonymization has been widely publicized. But the debate over how to proceed in policy and practice remains stalled. In order to find the right path, the perfect cannot be the enemy of the good. Anonymization')","('authors', [])","('filename', '-p22-hartzog.pdf')","('title', '')"
"('id', 'SP:7d756a13468dfb2e81548a054d0179451938f300')","('year', 2018)","('abstractText', 'In the United Kingdom, barnardisation is sometimes employed by public agencies in order to enable them to provide information for statistical purposes without infringing the information privacy rights of the individuals to whom the information relates. The question whether barnardisation may fall short of the complete anonymisation of data and the status of barnardised data under the complex provisions of the Data Protection Act 1998 were considered by the House of Lords in the case of Common Services Agency v Scottish Information Commissioner [2008] 1 WLR 1550, the above case is also reported at All ER 2008 (4) 851.')","('authors', [{'name': 'George Alfred Barnard', 'affiliations': []}])","('filename', '-Barnardisation - Wikipedia.pdf')","('title', '')"
"('id', 'SP:93b5a44c2e0067beeb240b22ec09ba3c69880ca0')","('year', 2018)","('abstractText', ""Attitude-behavior consistency is when a person's attitude is consistent with their behavior. This is not true in many cases. The fact that people often express attitudes that are inconsistent with how they act may surprise those unfamiliar with social and behavioral science, but it is an important fact to understand because facts are often reported as if they are about people's actions when they may only be known to be true about their words. It is often much easier to conduct interviews or surveys than to obtain records of how people behave in situations. Sometimes attitudes, such as voting, are measurably consistent with behavior. [1] In such cases it may be possible to obtain accurate estimates of behavior. However, there is no general method for correcting for attitude-behavior inconsistency."")","('authors', [])","('filename', '!Attitude-behavior consistency - Wikipedia.pdf')","('title', '')"
"('id', 'SP:44e18bc21b158d4da2241e1105d9f4ed2fbcda95')","('year', 2017)","('abstractText', '')","('authors', [])","('filename', '-The End of the Road - DreamHost.pdf')","('title', '')"
"('id', 'SP:e646686586de26b5d399a9caa71106f61d388d8e')","('year', 2018)","('abstractText', 'I trust by now we’ve all seen and been at least a little disturbed by The Selfish Ledger, the nearly 9-minute-long concept video from inside Google’s “moonshot factory” X labs. In the wake of it becoming public this week, Google quickly disavowed the video, claiming it was just a thought experiment “not related to any current or future products.” And yet, the company’s patent applications exhibit a mode of thinking that runs at least in parallel, if not on the exact same tracks, as The Selfish Ledger’s total data collection proposal.')","('authors', [])","('filename', '-Google’s Selfish Ledger ideas can be found in its patent applications - The Verge.pdf')","('title', '')"
"('id', 'SP:5a8329867ff6aa2e1e8118cee525e249fe2c0583')","('year', 2018)","('abstractText', '00:20 This man is John-Baptiste Pierre Antoine de Monet, Chevalier de Lamarck. In 1809, 50 years before Darwin published The Origin of the Species [sic], he wrote what is widely recognized as the first comprehensive theory of evolution. His book, the Philosophie zoologique, introduced the notion of an internal code within every living thing, which, when passed down through successive generations, defined the physiological characteristics of a species.')","('authors', [])","('filename', '!!GOOGLE-Selfish_Ledger-TRANSCRIPT.pdf')","('title', '')"
"('id', 'SP:5ed8a12b2dd3155f79d154123ed184bb24f3138f')","('year', 2017)","('abstractText', '(54) DETECTING AND CORRECTING (52) U.S. Cl. POTENTIAL ERRORS IN USER BEHAVOR CPC ............. G06N 7/005 (2013.01); G06N 5/022 (2013.01) (71) Applicant: Google Inc., Mountain View, CA (US) (57) ABSTRACT 72). I tors: Jakob Nicolaus Foerster. Zurich (CH): (72) Inventors eri E. E. Sse (CH): A computing system is described that predicts a future action s to be taken by a user of a computing device and determines, Francisco, CA (US) based on contextual information associated with the com (21) Appl. No.: 14/860,151 puting device, a current action being taken by the user. The y x9 computing system determines, based on the current action, (22) Filed: Sep. 21, 2015 a degree of likelihood of whether the user will be able to take e a? the future action and predicts, based on the degree of likelihood, that the user will not be able to take the future Publication Classification action. The computing system sends information to the (51) Int. Cl. computing device indicating that the current action being G06N 700 (2006.01) taken by the user will lead to the user not being able to take G06N 5/02 (2006.01) the future action.')","('authors', [])","('filename', '!US20170083821A1.pdf')","('title', '')"
"('id', 'SP:94bef6320c65b336fe2efe4a2423e52e0a901f0b')","('year', 2019)","('abstractText', '')","('authors', [{'name': 'JING-CAI LIU', 'affiliations': []}])","('filename', '-wearable face projector – Jing-cai Liu.pdf')","('title', '')"
"('id', 'SP:7a33c4019028a51362f0013162b434aa5a470bd8')","('year', 2018)","('abstractText', 'OVER TWO BILLION users consume social media to build and participate in online social networks (OSNs), uploading and sharing hundreds of billions of data items.15 OSNs are not only huge in scale, they are predicted to keep growing in the coming years both in the number of users and in the amount of data users upload and share. The vast amount of data in social media is user-generated and personal most of the time, which clearly calls for appropriate privacy preservation mechanisms that allow users to benefit from social media while adequately protecting their personal information. Protecting users’ privacy is not only essential to respect the Universal Declaration of Human Rights but also to serve as a first line of defense to mitigate cybercrime and other illegal activities that leverage the data obtained due to privacy breaches in social media, such as social phishing, identity theft, cyberstalking, and cyberbullying. There have been many efforts devoted to study privacy in social media and how to protect users’ personal Multiparty Privacy in Social Media DOI:10.1145/3208039')","('authors', [])","('filename', '!!p74-such.pdf')","('title', '')"
"('id', 'SP:4a8b009b274370079dd2e6f53e021c816b22519a')","('year', 2020)","('abstractText', '')","('authors', [{'name': 'Ian Crouch', 'affiliations': []}])","('filename', '-So Are We Living in 1984_ _ The New Yorker.pdf')","('title', '')"
"('id', 'SP:587a9b0b55cf7584ffd7942f4c67cebedb9ff4f3')","('year', 2020)","('abstractText', 'Data analytics is being done more frequently because “people are starting to really get a sense of how urgent it is’’ to keep students in school, says Glenda Morgan, a senior director and analyst in market research firm Gartner’s Higher Education division. “Tuition is a big income stream and the proportion of state funding has gone down dramatically and the portion students are paying has gone up,’’ she says. There has also been a mind shift from not just getting students into college but “increasingly, it’s ‘Okay, we got them in the door; let’s get them to succeed and get out on the other side,’” Morgan says. Also, the analytics tools have gotten better, so campus officials are becoming more knowledgeable about what it takes to help students, especially those at risk of dropping out. Although analytics in higher education is still in the early stages of implementation, 40% of CIOs say they will receive increased funding for it in 2019, according to Gartner research on the “Top 10 Business Trends Impacting Higher Education in 2019.” “More and more demand is being put on campuses to use analytics to improve student success ... because higher ed campuses are responsible or accountable to numbers of entities” such as accreditors, the federal government for financial aid, and their state for funding, notes Linda Baer, a senior consultant in higher education. Some states even use performancebased funding for higher education, says Baer. Another compelling reason: in addition to stakeholder accountability, the traditional student population is declining, she says. “One way to counter the [decline in] incoming enrollment is to improve retention and graduation rates, so people are focused on ‘how do we keep students staying here instead of dropping out?’’’ J ON RE ID ACKNOWLEDG ES he’s a bit of a procrastinator, and his study habits can be defined as “more loose and less structured.” So when the now-third-year senior learned during his freshman year about a personalized education tool being offered at his school, the University of Michigan (U-M), Reid was immediately on board. The second semester of Reid’s freshman year, he took a Statistics 250-level course, which he says is “notoriously difficult at Michigan.’’ Although Reid is a history major, he was required to take a quantitative reasoning class. “The first day I went into a lecture hall of maybe 300 students and I felt completely overwhelmed,’’ he recalls. “Math is not my strong suit.” Reid says the professor showed a quick tutorial on ECoach in the lecture hall, and students were even offered “a very small amount of extra credit to use it.” The concept of receiving personalized support with resources and a checklist of what to do before an exam was appealing because it’s “not my personality to go up to a professor.” ECoach helped Reid keep “everything fresh and centralized” and created a plan of attack for the class. “I felt I was staying ahead, and I was very confident going into the first exam.’’ The tool even sent Reid personalized feedback on how he did (he received an Aon the first exam), including the median grade, where he fell and some tips to improve his score. “I was very taken aback by that. I have never had a class where there was follow up on an exam with feedback and encouragement,’’ he says. ECoach is the brainchild of U-M professor Timothy McKay, who began looking at student data in his large Introduction to Physics classes in 2008, trying to understand who was succeeding and who was struggling. “Looking at the data made me recognize the differences in backgrounds and goals, and the reasons for taking physics and the affect toward it,’’ McKay says. Some students were enthusiastic and some were terrified, he says. “I found myself wanting to be speaking differently to every one of my students,” McKay says, “and do that in a way that was informed by who they are, where they’re coming from and their trajectory; all things you’d like to know in order to coach them effectively.” ECoach is designed for first-year students taking science, technology, engineering, or mathematics (STEM) classes, who can access the ECoach website with a single sign-on. The personalization ECoach offers is based on data the university already has, such as what courses a student has taken, what their grades have been, and information from their admissions application, “so we can note what their high school background was and their standardized testing” scores, according to McKay. Students are also asked questions, such as whether they are frightened about taking a particular class. If so, “it’s important that we talk to them and let them know if they work with us and follow the advice [in ECoach], they can be successful,” McKay says.')","('authors', [])","('filename', '!3381910.pdf')","('title', '')"
"('id', 'SP:7159fd0b25b01f6673004aebe6171c3a224d43c3')","('year', 2018)","('abstractText', '')","('authors', [{'name': 'totalen Überwachung', 'affiliations': []}])","('filename', '-China_ Auf dem Weg zur totalen Überwachung _ tagesschau.de.pdf')","('title', '')"
"('id', 'SP:c05279e8320b9cd68c69b9f3e528ad059db6d692')","('year', 2018)","('abstractText', '')","('authors', [{'name': 'SIMINA MISTREANU', 'affiliations': []}])","('filename', '!Life Inside China’s Social Credit Laboratory – Foreign Policy.pdf')","('title', '')"
"('id', 'SP:b80c50f672c01d19099bdf146a670b7058b24d78')","('year', 2019)","('abstractText', 'Steuern hinterziehen, eine Geldbuße nicht rechtzeitig bezahlen oder mit Drogen erwischt werden: Diese und ähnliche Vergehen haben in China nicht mehr nur rechtliche Folgen. Immer häufiger werden Betroffenen auch Punkte von deren virtuellen Sozialpunkte-Konto abgezogen. Und wer ein zu schlechtes Punktekonto hat, darf unter Umständen nicht mehr reisen. Das gilt fürs Inland und für Reisen ins Ausland.')","('authors', [])","('filename', '-Sozialkredit-Ranking in China_ Reiseverbot für Millionen Menschen _ tagesschau.de.pdf')","('title', '')"
"('id', 'SP:5f5e8862484dd0ac293182eaeead8b9bc3f0eab3')","('year', 2018)","('abstractText', 'Er, der Experte für Psychometrie, wurde dank der Verö entlichung eines Textes im «Magazin» des «Tages-Anzeigers» («Ich habe nur gezeigt, dass es die Bombe gibt») im Dezember 2016 auf einen Schlag weltberühmt. Der Artikel postuliert, dass Kosinskis Modell für die erfolgreiche Facebook-Strategie von Donald Trump und damit für dessen Wahl verantwortlich ist (auch wenn der Online-Wahlkampfchef der Trump-Kampagne, Brad Barscale, die Nutzung dieses Modells dementierte).')","('authors', [{'name': 'Michal Kosinski', 'affiliations': []}])","('filename', '-Die vier Gesichter des Michal Kosinski – Republik.pdf')","('title', '')"
"('id', 'SP:c5da0808699c41d12ea3fb2e6ea065fd8c379968')","('year', 2020)","('abstractText', 'degradation of the image. Such a watermark could make it easier to identify unauthorized images that are shared or published. How might this technology evolve? Further research and development could aim to support a wider range of lighting conditions and camera to subject/light source distances than those studied to date. Research could also tackle power consumption to enable deployment in the form of battery-powered tokens or even in wearable applications. Additionally, one might study how a level of protection can also be realized for global shutter cameras, which the current technology cannot address, and further understand the level of protection offered against a broader range of image processing and computational photography techniques. More generally, one may ask whether related ideas apply to other types of sensors that can capture sensitive information such as microphones. Overall, this work represents a significant step toward privacy-enhancing technologies that can protect against the capture of information and suggests that there is a richer design space waiting to be explored.')","('authors', [])","('filename', '-3375569.pdf')","('title', '')"
"('id', 'SP:51faf7be4ba7ac99d4a3d03b176233b6155246f7')","('year', 2018)","('abstractText', 'In July 2015, a group calling itself ""The Impact Team"" stole the user data of Ashley Madison, a commercial website billed as enabling extramarital affairs. The group copied personal information about the site\'s user base and threatened to release users\' names and personally identifying information if Ashley Madison would not immediately shut down. On 18 and 20 August, the group leaked more than 25 gigabytes of company data, including user details.')","('authors', [])","('filename', '-Ashley Madison data breach - Wikipedia.pdf')","('title', '')"
"('id', 'SP:d40ca369dd0f04b6eb3795dc34ad449ab902905f')","('year', 2019)","('abstractText', 'Holding students’ attention is a challenge for all teachers; they need to be able to gauge student interest, as well as evaluate how challenging the input is. Teachers must also be aware of how the intake of information can affect students and just how much information students can take in at any one time. When students become ‘overloaded’ with information, even the most carefully planned and useful activities can lose their effectiveness; in addition, students may become more easily frustrated. Understanding what happens to students in this ‘loaded state’ and what can cause this state is useful for teachers, both in their planning and in dealing with it when it happens in class. back to...')","('authors', [])","('filename', '!Cognitive Capacity.pdf')","('title', '')"
"('id', 'SP:22aa46961a236ab15201bb6c8238e71a96b5f9a0')","('year', 2017)","('abstractText', 'ions including models and simulations Algorithmic thinking Evaluation for efficiency and correctness Generalizing and transferring to other domains Supported by: dispositions of confidence in dealing with complexity, persistence with difficult problems, tolerance for ambiguity, open-ended problems, communication and collaboration Box 1. Computer Science Teachers Association’s Concepts of Computational Thinking:4 Logical reasoning Algorithmic thinking')","('authors', [{'name': 'Peter J. Denning', 'affiliations': []}])","('filename', '-p33-denning.pdf')","('title', '')"
"('id', 'SP:f0813a9e3868796fc83610fc707cb69f5a0c24a3')","('year', 2019)","('abstractText', 'I M A G E B Y V A L L I A Forsythe, a former ACM president and one of the founding fathers of computer science education in academia, in 1968 wrote: “The most valuable acquisition in a scientific or technical education are the general-purpose mental tools which remain serviceable for a lifetime. I rate natural language and mathematics as the most important of these tools, and computer science as a third.” Even if both citations are not relative to a school education context, in my view they clearly support the importance of teaching computer science in schools to all students. However, the wide popularity gained by CT after Wing’s Communications I C O NFE S S U PFRO NT, the title of this Viewpoint is meant to attract readers’ attention. As a computer scientist, I am convinced we need the concept of computational thinking, interpreted as “being able to think like a computer scientist and being able to apply this competence to every field of human endeavor.” The focus of this Viewpoint is to discuss to what extent we need the expression “computational thinking” (CT). The term was already known through the work of Seymour Papert, many computational scientists,5 and a recent paper15 clarifies both its historical development and intellectual roots. After the widely cited Communications Viewpoint by Jeannette Wing, and thanks to her role at NSF,6 an extensive discussion opened with hundreds of subsequent papers dissecting the expression. There is not yet a commonly agreed definition of CT—what I consider in this Viewpoint is whether we really need a definition and for which goal. To anticipate the conclusion, we probably need the expression as an instrument, as a shorthand reference to a well-structured concept, but it might be dangerous to insist too much on it and to try to precisely characterize it. It should serve just as a brief explanation of why computer science (or informatics, or computing: I will use these terms interchangeably) is a novel and independent scientific subject and to argue for the need of teaching informatics in schools. Wing discussed CT to argue it is important every student is taught “how a computer scientist thinks,” which I interpret to mean it is important to teach computer science to every student. From this perspective, what is important is stressing the educational value of informatics for all students— Wing was in line with what other wellknown scientists had said earlier; I mention several here. Donald Knuth, well known by mathematicians and computer scientists, in 1974 wrote: “Actually, a person does not really understand something until he can teach it to a computer.” George Viewpoint Do We Really Need Computational Thinking?')","('authors', [])","('filename', '-p32-nardelli.pdf')","('title', '')"
"('id', 'SP:45184d1d312de4696f79f7dded99d983c2b3e8c4')","('year', 2006)","('abstractText', 'C omputational thinking builds on the power and limits of computing processes, whether they are executed by a human or by a machine. Computational methods and models give us the courage to solve problems and design systems that no one of us would be capable of tackling alone. Computational thinking confronts the riddle of machine intelligence: What can humans do better than computers? and What can computers do better than humans? Most fundamentally it addresses the question: What is computable? Today, we know only parts of the answers to such questions. Computational thinking is a fundamental skill for everyone, not just for computer scientists. To reading, writing, and arithmetic, we should add computational thinking to every child’s analytical ability. Just as the printing press facilitated the spread of the three Rs, what is appropriately incestuous about this vision is that computing and computers facilitate the spread of computational thinking. Computational thinking involves solving problems, designing systems, and understanding human behavior, by drawing on the concepts fundamental to computer science. Computational thinking includes a range of mental tools that reflect the breadth of the field of computer science. Having to solve a particular problem, we might ask: How difficult is it to solve? and What’s the best way to solve it? Computer science rests on solid theoretical underpinnings to answer such questions precisely. Stating the difficulty of a problem accounts for the underlying power of the machine—the computing device that will run the solution. We must consider the machine’s instruction set, its resource constraints, and its operating environment. In solving a problem efficiently, we might further ask whether an approximate solution is good enough, whether we can use randomization to our advantage, and whether false positives or false negatives are allowed. Computational thinking is reformulating a seemingly difficult problem into one we know how to solve, perhaps by reduction, embedding, transformation, or simulation. Computational thinking is thinking recursively. It is parallel processing. It is interpreting code as data and data as code. It is type checking as the generalization of dimensional analysis. It is recognizing both the virtues and the dangers of aliasing, or giving someone or something more than one name. It is recognizing both the cost and power of indirect addressing and procedure call. It is judging a program not just for correctness and efficiency but for aesthetics, and a system’s design for simplicity and elegance. Computational thinking is using abstraction and decomposition when attacking a large complex task or designing a large complex system. It is separation of concerns. It is choosing an appropriate representation for a problem or modeling the relevant aspects of a problem to make it tractable. It is using invariants to describe a system’s behavior succinctly and declaratively. It is having the confidence we can safely use, modify, and influence a large complex system without understanding its every detail. It is LI A H A N EY Viewpoint Jeannette M. Wing')","('authors', [])","('filename', '!Wing06-ct.pdf')","('title', '')"
"('id', 'SP:4c4a1a731c6c9d7fc086a7f4a995ac4205b20e5d')","('year', 2016)","('abstractText', '')","('authors', [{'name': 'Robert J. Sternberg', 'affiliations': []}, {'name': 'SAT-Verbal', 'affiliations': []}, {'name': 'SAT-Math', 'affiliations': []}])","('filename', '!STERNBERG PPT.pdf')","('title', '')"
